Character name	Freebase character ID	title	filtered_descriptions	X	Y	Z	labels	Wikipedia ID	death	romance	Release date	Gender	Height	Ethnicity	Actor name	Actor age at release	Box office revenue	Genres	Name
Freddy Krueger	/m/01wmgs		['appear', 'smother', 'lunge']	-12.999677	1.8721358	4.43918	2	23286957		False	2010.0	M	1.66		Jackie Earle Haley	48.0	115664037.0	['Thriller', 'Horror', 'Mystery']	A Nightmare on Elm Street
Freddy Krueger	/m/01wmgs		['appear', 'smother', 'lunge']	-12.999677	1.8721358	4.43918	2	3037946		False	1987.0	M	1.75	/m/065b6q	Robert Englund	39.0	44793222.0	['Horror', 'Teen', 'Slasher']	A Nightmare on Elm Street 3: Dream Warriors
Freddy Krueger	/m/01wmgs		['appear', 'smother', 'lunge']	-12.999677	1.8721358	4.43918	2	347235		False	1994.0	M	1.75	/m/065b6q	Robert Englund		18090181.0	['Horror', 'Teen', 'Slasher']	Wes Craven's New Nightmare
Freddy Krueger	/m/01wmgs		['appear', 'smother', 'lunge']	-12.999677	1.8721358	4.43918	2	3038038		False	1988.0	M	1.75	/m/065b6q	Robert Englund	41.0	49369899.0	['Horror', 'Teen', 'Slasher']	A Nightmare on Elm Street 4: The Dream Master
Freddy Krueger	/m/01wmgs		['appear', 'smother', 'lunge']	-12.999677	1.8721358	4.43918	2	31658692		False	1985.0	M	1.75	/m/065b6q	Robert Englund	38.0	30000000.0	['Horror', 'Teen', 'Slasher']	A Nightmare on Elm Street 2: Freddy's Revenge
Nancy Thompson	/m/0c6br4	['Lt.', 'scientist']	['admit', 'send', 'receive']	13.259566	-32.412216	-25.013702	33	3028191		False	1984.0	F	1.6		Heather Langenkamp	20.0	26319961.0	['Indie', 'Horror', 'Mystery']	A Nightmare on Elm Street
Nancy Thompson	/m/0c6br4	['Lt.', 'scientist']	['admit', 'send', 'receive']	13.259566	-32.412216	-25.013702	33	3037946		False	1987.0	F	1.6		Heather Langenkamp	22.0	44793222.0	['Horror', 'Teen', 'Slasher']	A Nightmare on Elm Street 3: Dream Warriors
Nancy Thompson	/m/0c6br4	['Lt.', 'scientist']	['admit', 'send', 'receive']	13.259566	-32.412216	-25.013702	33	3037946		False	1987.0	F	1.6		Heather Langenkamp	22.0	44793222.0	['Horror', 'Teen', 'Slasher']	A Nightmare on Elm Street 3: Dream Warriors
Glen Lantz	/m/0csqbm		['accept', 'rush', 'gang']	-14.402956	20.850353	-12.070957	9	3028191		False	1984.0	M	1.78	/m/01qhm_	Johnny Depp	21.0	26319961.0	['Indie', 'Horror', 'Mystery']	A Nightmare on Elm Street
Michael	/m/08d8n2x	['cruiser']	['fall', 'appear', 'reveal']	-27.782547	0.564364	3.8035338	35	18473521		False	2010.0	M	1.905	/m/02w7gg	Paul Bettany	38.0		['Action', 'Thriller', 'Fantasy']	Legion
Jeep Hanson	/m/08d8n3h		['make', 'explain', 'survive']	-35.942436	3.1943018	6.96003	28	18473521		False	2010.0	M	1.78		Lucas Black	27.0		['Action', 'Thriller', 'Fantasy']	Legion
Bob Hanson	/m/08d8n29	['owner']	['try', 'injure', 'kill']	9.772851	32.817833	-13.482281	10	18473521		False	2010.0	M	1.83	/m/0fqz6	Dennis Quaid	55.0		['Action', 'Thriller', 'Fantasy']	Legion
Marla Singer	/m/0447lvh		['watch', 'talk', 'bring']	36.478764	23.755672	9.397137	26	1009041		False	1999.0	F	1.6	/m/02w7gg	Helena Bonham Carter	33.0	100900000.0	['Drama', 'Action', 'Thriller']	Fight Club
Maniac (Jeffrey Lionel) Magee	/m/0h2pvw7		['throw', 'daughter', 'marry']	34.126102	-0.64506274	-7.728678	17	8859517		False	2003.0	M	1.702		Michael Angarano	15.0		['Comedy', 'Action', 'Adventure']	Maniac Magee
Duke	/m/0h5rwv6		['reference', 'kill', 'nephew']	25.44211	13.959914	-28.456255	4	1044633		False	2004.0	M	1.68	/m/0g96wd	Jamie Foreman	46.0	11850214.0	['Drama', 'Thriller', 'Crime Fiction']	Layer Cake
Gene	/m/0h5rwts	['boss']	['kill', 'show', 'use']	-4.927841	12.154896	41.717365	22	1044633		False	2004.0	M	1.8	/m/03bkbh	Colm Meaney	51.0	11850214.0	['Drama', 'Thriller', 'Crime Fiction']	Layer Cake
Marcellus Gallio	/m/02nwqcn	['Senator']	['give', 'believe', 'behave']	7.433225	-10.618112	3.1755872	2	7548602		False	1953.0	M	1.78	/m/06gbnc	Richard Burton	27.0	36000000.0	['Drama', 'Period piece', 'Costume drama']	The Robe
Apostle Peter	/m/04l4lz_		['stand', 'try', 'come']	-1.5158653	-0.37382078	-41.908154	5	7548602		False	1953.0	M			Michael Rennie	43.0	36000000.0	['Drama', 'Period piece', 'Costume drama']	The Robe
Apostle Peter	/m/04l4lz_		['stand', 'try', 'come']	-1.5158653	-0.37382078	-41.908154	5	7832768		False	1988.0	M	1.78	/m/0gkxl2	Victor Argo	53.0	8373585.0	['Drama', 'Hagiography']	The Last Temptation of Christ
Apostle Peter	/m/04l4lz_		['stand', 'try', 'come']	-1.5158653	-0.37382078	-41.908154	5	2016956		False	1954.0	M			Michael Rennie	44.0	4250000.0	['Drama', 'Action', 'Action/Adventure']	Demetrius and the Gladiators
Irena Sendler	/m/0gj3vw0	['social worker', 'social worker']	['discuss', 'convince', 'pay']	-3.7970245	39.927914	2.6269057	1	22417540	typhus	False	2009.0	F	1.65	/m/044038p	Anna Paquin	26.0		['Drama', 'Period piece', 'Television movie']	The Courageous Heart of Irena Sendler
Irena Sendler	/m/0gj3vw0	['social worker', 'social worker']	['discuss', 'convince', 'pay']	-3.7970245	39.927914	2.6269057	1	22417540	typhus	False	2009.0	F	1.65	/m/044038p	Anna Paquin	26.0		['Drama', 'Period piece', 'Television movie']	The Courageous Heart of Irena Sendler
Ben the Cow	/m/0h1p0f_	['leader']	['say', 'watch', 'talk']	-32.783806	-2.1406798	23.019028	3	2810158		False	2006.0	M	1.88	/m/07bch9	Sam Elliott	61.0	108000000.0	['Comedy', 'Family Film', 'Animation']	Barnyard
Freddy the Ferret	/m/0h6dtmb		['shirk', 'help', 'arrive']	14.102635	4.9001966	-4.2800756	2	2810158		False	2006.0	M			Cam Clarke	48.0	108000000.0	['Comedy', 'Family Film', 'Animation']	Barnyard
Aunt Polly	/m/0h2k2d_		['prove', 'move', 'rat']	7.3756123	3.1637306	5.4357233	2	7129779		False	1989.0	F	1.68	/m/0x67	Phylicia Rashad	40.0		['Family Film', 'Musical', 'Television movie']	Polly
Mohan	/m/0h73bwb	['Professor']	['teach', 'fall', 'ask']	23.199905	-18.866362	24.159767	0	11051069		False	1958.0	M		/m/0dryh9k	Sunil Dutt	28.0		['Bollywood']	Sadhna
William Shaw	/m/09n5xv1		['manage', 'save', 'keep']	15.418652	7.796948	-24.540392	4	649120		False	1995.0	M	1.93		Matthew Modine	36.0	18517322.0	['Adventure', 'Action/Adventure', 'Costume drama']	Cutthroat Island
Mike Connors	/m/0lr29br	['special agent']	['destroy', 'call', 'special agent']	2.1442394	36.32001	-7.441625	20	1913883		False	2002.0	M	1.88	/m/033tf_	Patrick Muldoon	33.0		['Action', 'Thriller', 'Horror']	Project Viper
Wolverine	/m/01s283		['hold', 'kill', 'disgust']	-3.8082392	7.2665167	7.8446784	2	2029825		False	2006.0	M	1.89	/m/0bbz66j	Hugh Jackman	37.0	459359555.0	['Action', 'Thriller', 'Action/Adventure']	X-Men: The Last Stand
Wolverine	/m/01s283		['hold', 'kill', 'disgust']	-3.8082392	7.2665167	7.8446784	2	288303		False	2003.0	M	1.89	/m/0bbz66j	Hugh Jackman	34.0	407711549.0	['Action', 'Thriller', 'Action/Adventure']	X2
Wolverine	/m/01s283		['hold', 'kill', 'disgust']	-3.8082392	7.2665167	7.8446784	2	18373306		False	2009.0	M			Steven Blum	48.0		['Family Film', 'Action/Adventure', 'Animation']	Hulk Vs
Wolverine	/m/01s283		['hold', 'kill', 'disgust']	-3.8082392	7.2665167	7.8446784	2	28648635		False	2011.0	M	1.89	/m/0bbz66j	Hugh Jackman	42.0	353624124.0	['Drama', 'Action', 'Thriller']	X-Men: First Class
Wolverine	/m/01s283		['hold', 'kill', 'disgust']	-3.8082392	7.2665167	7.8446784	2	19479460		False	2000.0	M	1.89	/m/0bbz66j	Hugh Jackman	31.0	296339527.0	['Action', 'Thriller', 'Action/Adventure']	X-Men
Magneto	/m/01_kmm		['know', 'divert', 'realize']	-9.703199	6.930675	5.8731136	2	2029825		False	2006.0	M	1.8		Ian McKellen	66.0	459359555.0	['Action', 'Thriller', 'Action/Adventure']	X-Men: The Last Stand
Magneto	/m/01_kmm		['know', 'divert', 'realize']	-9.703199	6.930675	5.8731136	2	288303		False	2003.0	M	1.8		Ian McKellen	63.0	407711549.0	['Action', 'Thriller', 'Action/Adventure']	X2
Magneto	/m/01_kmm		['know', 'divert', 'realize']	-9.703199	6.930675	5.8731136	2	19479460		False	2000.0	M	1.8		Ian McKellen	61.0	296339527.0	['Action', 'Thriller', 'Action/Adventure']	X-Men
Arthur	/m/0chlctz	['King']	['face', 'kill', 'despair']	5.8326616	-13.7810335	3.987064	2	709510		False	2004.0	M	1.89	/m/02w7gg	Clive Owen	39.0		['Drama', 'Action', 'Adventure']	King Arthur
Cerdic	/m/0chld1l		['lead', 'kill', 'fight']	-44.815727	5.9624977	8.106815	28	709510		False	2004.0	M	1.905	/m/06mvq	Stellan Skarsgård	53.0		['Drama', 'Action', 'Adventure']	King Arthur
Merlin	/m/0chld1t	['leader']	['suggest', 'come', 'say']	-40.550667	-4.9845357	18.186214	3	709510		False	2004.0	M	1.83	/m/02w7gg	Stephen Dillane	47.0		['Drama', 'Action', 'Adventure']	King Arthur
Steven Schats	/m/0h145q5	['director']	['tell', 'fall', 'find']	30.174929	10.512426	-14.170043	23	4684910		False	2004.0	M	1.73	/m/041rx	Matthew Broderick	41.0	464000.0	['Comedy', 'Action', 'Crime Fiction']	The Last Shot
Nick	/m/0gyybnf		['call', 'come', 'shoot']	39.677265	16.07556	5.248929	26	9468730		False	2008.0	M	1.83		Tyler Hoechlin	20.0		['Drama', 'Thriller', 'Horror']	Solstice
Capa	/m/02nwmw9	['physicist']	['surmise', 'murder', 'kill']	15.593646	-25.559504	-22.575415	33	3252860		False	2007.0	M	1.75	/m/0d7wh	Cillian Murphy	30.0	32017803.0	['Thriller', 'Adventure', 'Science Fiction']	Sunshine
Ray	/m/0gy8nbx		['calculate', 'swear', 'kill']	-26.730158	13.399814	24.484583	13	612656		False	1996.0	M	1.83	/m/01qhm_	Christopher Walken	53.0	1412799.0	['Drama', 'Crime Fiction', 'Period piece']	The Funeral
Johnny	/m/0h2y6wf		['beat', 'rap', 'claim']	-37.59754	-1.6562847	-12.322942	32	612656		False	1996.0	M	1.8	/m/0fj1k9	Vincent Gallo	35.0	1412799.0	['Drama', 'Crime Fiction', 'Period piece']	The Funeral
Jacob McCandles	/m/0gyfr_t		['tell', 'deliver', 'warn']	-5.984649	-2.9170923	-10.647893	2	2232503		False	1971.0	M	1.93	/m/063k3h	John Wayne	64.0	7500000.0	['Action/Adventure', 'Western']	Big Jake
Young David Banner	/m/0gj6nf1	['researcher']	['die', 'realize', 'offer']	12.722502	-30.079185	-26.56313	33	407591	explosion	False	2003.0	M			Paul Kersey	33.0	245360480.0	['Action', 'Adventure', 'Action/Adventure']	Hulk
Varadharajan	/m/0k0wcv0		['try', 'fall', 'molest']	23.977417	6.332308	-17.964016	23	20751303		False	2012.0	M		/m/0dryh9k	Suman	52.0		['Action']	Murattu Kaalai
Kaalaiyan	/m/0k0wcvp		['fall', 'come', 'know']	36.855938	-3.0646055	-7.1256742	17	20751303		False	2012.0	M			Sundar C	44.0		['Action']	Murattu Kaalai
Corwin Davis	/m/0h4zhkh		['say', 'notice', 'toss']	-19.746984	9.151958	12.581436	30	6060093		False	1986.0	M	1.6		David Faustino	12.0		['Family Film']	Mr. Boogedy
Johnny	/m/0h36hhj		['steal', 'suffer', 'throw']	5.881967	-16.218035	6.056868	2	1705391		False	1993.0	M	1.89	/m/02w7gg	David Thewlis	30.0	1769306.0	['Drama', 'Comedy', 'Black comedy']	Naked
Nadia	/m/0h5jsn5		['manage', 'fall', 'hide']	-26.58385	6.038771	-33.483612	8	3296177		False	1999.0	F	1.75	/m/01p7s6	Joanna Pacula	41.0	30652005.0	['Horror', 'Science Fiction']	Virus
Ralph Wolf	/m/0hynq76		['stand', 'work', 'give']	-14.306943	1.9123762	-7.7538652	2	14202294		False	1953.0	M		/m/041rx	Mel Blanc	44.0		['Short Film', 'Family Film', 'Comedy film']	Don't Give Up the Sheep
Ralph Wolf	/m/0hynq76		['stand', 'work', 'give']	-14.306943	1.9123762	-7.7538652	2	14204108		False	1955.0	M		/m/041rx	Mel Blanc	47.0		['Comedy', 'Short Film', 'Family Film']	Double or Mutton
Ralph Wolf	/m/0hynq76		['stand', 'work', 'give']	-14.306943	1.9123762	-7.7538652	2	14204820		False	1957.0	M		/m/041rx	Mel Blanc	49.0		['Comedy', 'Short Film', 'Family Film']	Steal Wool
Megamind	/m/0gxp2mq		['alien', 'use', 'fight']	-1.8748437	-2.2780526	-1.5986432	2	20570407		False	2010.0	M	1.91		Will Ferrell	43.0	321885765.0	['Comedy', 'Action', 'Family Film']	MegaMind
Megamind	/m/0gxp2mq		['alien', 'use', 'fight']	-1.8748437	-2.2780526	-1.5986432	2	31017755		False	2011.0	M	1.91		Will Ferrell	43.0		['Short Film', 'Family Film', 'Comedy film']	Megamind: The Button of Doom
Roxanne Ritchi	/m/07zr125	['reporter']	['try', 'sneak', 'convince']	23.646856	-3.715171	37.620834	34	20570407		False	2010.0	F	1.64	/m/07bch9	Tina Fey	40.0	321885765.0	['Comedy', 'Action', 'Family Film']	MegaMind
President William Haney	/m/0gd0_nx	['Vice President']	['agree', 'send', 'present']	15.44476	5.501065	8.0095215	2	798584		False	1996.0	M	1.85	/m/0g8_vp	Dan Aykroyd	44.0	22313201.0	['Comedy', 'Satire', 'Political cinema']	My Fellow Americans
Charlie Reynolds	/m/0gd0_nd	['contractor', 'Vice President']	['assassinate', 'bribe', 'secretary']	25.729677	-13.079019	27.484528	0	798584		False	1996.0	M	1.905		James Rebhorn	48.0	22313201.0	['Comedy', 'Satire', 'Political cinema']	My Fellow Americans
Charlie Reynolds	/m/0gd0_nd	['contractor', 'Vice President']	['assassinate', 'bribe', 'secretary']	25.729677	-13.079019	27.484528	0	798584		False	1996.0	M	1.905		James Rebhorn	48.0	22313201.0	['Comedy', 'Satire', 'Political cinema']	My Fellow Americans
Long	/m/0g8ngbc		['tell', 'refuse', 'attack']	-25.139668	10.212617	-35.499878	8	24034237		False	2002.0	M	1.82	/m/0d2by	Daniel Wu	27.0		['Action', 'Thriller', 'Crime Fiction']	Devil Face, Angel Heart
Wendy	/m/0g8ngbr		['warn', 'tell', 'agree']	5.332329	-9.78663	9.867223	2	24034237		False	2002.0	F			Gigi Lai	30.0		['Action', 'Thriller', 'Crime Fiction']	Devil Face, Angel Heart
Ma	/m/0h5jrkl		['show', 'throw', 'attack']	22.181913	5.436082	-30.066261	4	5855306		False	1988.0	F	1.62		Yvonne De Carlo	65.0		['Indie', 'Horror', 'Slasher']	American Gothic
Agent Brick Davis	/m/0gk96zy		['arrest', 'agent', 'vulture']	-0.17788015	36.69712	3.9737196	1	2390149		False	2001.0	M			Matthew Glave	37.0	23900000.0	['Comedy', 'Crime Fiction', 'Slapstick']	Corky Romano
Paulie Romano	/m/0h5jvxn		['arrest', 'crash', 'connection']	-0.883021	34.59814	14.109976	1	2390149		False	2001.0	M	1.85	/m/041rx	Peter Berg	38.0	23900000.0	['Comedy', 'Crime Fiction', 'Slapstick']	Corky Romano
Macbeth	/m/026hsqh		['hold', 'shoot', 'ask']	-0.96669334	-14.131519	12.416309	2	6652508		False	2006.0	M	1.78	/m/03cbkrf	Sam Worthington	30.0		['Drama', 'Thriller', 'World cinema']	Macbeth
Pim	/m/08dcdjl	['companion']	['reveal', 'companion', 'revive']	-7.3570547	-15.121014	-6.420576	2	20762905		False	2010.0	F			Primrata Dej-Udom			['Action', 'World cinema', 'Action/Adventure']	Ong Bak 3
Bhuti Sangkha	/m/0g4m2pv		['use', 'attempt', 'decapitate']	4.6236496	29.228601	1.0762454	19	20762905		False	2010.0	M			Dan Chupong	29.0		['Action', 'World cinema', 'Action/Adventure']	Ong Bak 3
Lord Jorn Jom Rajasena	/m/0g4m2pm		['offer', 'order', 'decapitate']	-12.537307	3.281232	6.518569	2	20762905		False	2010.0	M			Sarunyu Wongkrachang			['Action', 'World cinema', 'Action/Adventure']	Ong Bak 3
Tien	/m/08dcdlj	['leader']	['confront', 'throw', 'try']	-34.579617	-4.2098017	20.897327	3	20762905		False	2010.0	M	1.68		Tony Jaa	34.0		['Action', 'World cinema', 'Action/Adventure']	Ong Bak 3
Tien	/m/08dcdlj	['leader']	['confront', 'throw', 'try']	-34.579617	-4.2098017	20.897327	3	4916683		False	2008.0	M	1.68		Tony Jaa	32.0	8868786.0	['Action', 'World cinema', 'Action/Adventure']	Ong Bak 2: The Beginning
Gary Young	/m/0h284dh	['lawyer']	['stand', 'sing', 'help']	32.077522	25.027866	-12.912178	15	1357152		False	1995.0	M		/m/0g8_vp	Phil Hartman	46.0	26325256.0	['Comedy', 'Family Film', 'Domestic Comedy']	Houseguest
Allie Pennington	/m/0gj564k	['student']	['tell', 'try', 'win']	20.627193	-41.39723	3.755353	6	27595410		False	2010.0	F	1.59		Brittany Robertson	19.0		['Drama', 'Adventure', 'Family Film']	Avalon High
Mickey Norris	/m/0gy6fzp		['keep', 'talk', 'look']	-8.375423	15.13014	21.634388	27	8388013		False	2000.0	F	1.73	/m/0bbz66j	Abbie Cornish	18.0	45826.0	['Drama', 'Thriller', 'Crime Fiction']	The Monkey's Mask
Tommy	/m/0h2w747	['Princess']	['struggle', 'refuse', 'abduct']	-0.12799059	34.471127	-3.9400573	20	33059372		False	2011.0	M	1.78	/m/07mqps	Thomas Dekker	23.0		['Horror', 'Slasher']	ChromeSkull: Laid to Rest 2
Tommy	/m/0h2w747	['Princess']	['struggle', 'refuse', 'abduct']	-0.12799059	34.471127	-3.9400573	20	18664228		False	2009.0	M	1.78	/m/07mqps	Thomas Dekker	21.0		['Horror', 'Slasher']	Laid to Rest
Mr. Goodkat	/m/04drwz7		['shoot', 'appear', 'kill']	29.49417	17.873861	-26.345953	4	4235653		False	2006.0	M	1.8		Bruce Willis	50.0	56308881.0	['Drama', 'Thriller', 'Crime Fiction']	Lucky Number Slevin
Slevin	/m/0clqzkk		['help', 'appear', 'reveal']	-2.1729004	3.8091402	-3.2193072	2	4235653		False	2006.0	M	1.91	/m/06mvq	Josh Hartnett	27.0	56308881.0	['Drama', 'Thriller', 'Crime Fiction']	Lucky Number Slevin
Henry	/m/0clqzjc	['Boss']	['boss', 'kill', 'son']	-5.2797976	13.435966	41.021366	22	4235653		False	2006.0	M	1.68		Oliver Davis	12.0	56308881.0	['Drama', 'Thriller', 'Crime Fiction']	Lucky Number Slevin
Wolf	/m/02nwbfb		['attack', 'discussion', 'american']	-20.900192	6.5789914	18.117197	30	891807		False	1991.0	M	1.803		Tom Waits	41.0	1342903.0	['Drama', 'Adventure', 'Jungle Film']	At Play in the Fields of the Lord
Eleanor 'Nell' Lance	/m/0h6ckxl		['plead', 'die', 'get']	5.331146	-13.966761	17.73793	2	950929	accident	False	1963.0	F			Julie Harris			['Drama', 'Horror', 'Psychological horror']	The Haunting
John Rambeau	/m/0h36vzc		['flirt', 'insist', 'rush']	6.2730956	-7.845775	2.2539628	2	27398409		False	1959.0	M	1.93		Rock Hudson	33.0		['Drama']	This Earth Is Mine
Lenore	/m/0gyxj3y		['know', 'complain', 'rescue']	-13.428937	-33.771385	-9.874103	7	35874076		False	2012.0	F	1.83	/m/07mqps	Famke Janssen	46.0	315005577.0	['Drama', 'Action', 'Thriller']	Taken 2
Lenore	/m/0gyxj3y		['know', 'complain', 'rescue']	-13.428937	-33.771385	-9.874103	7	15593618		False	2009.0	F	1.83	/m/07mqps	Famke Janssen	43.0	226830568.0	['Action', 'Thriller', 'Crime Fiction']	Taken
Jake	/m/05srk_q		['defeat', 'capture', 'rescuing']	-20.319302	4.9139996	-23.557388	8	15181224		False	2009.0	M	1.83		Austin Butler	17.0	57881056.0	['Comedy', 'Adventure', 'Family Film']	Aliens in the Attic
Agent Augustus Eugene Gibbons	/m/0c6_kz8	['lawyer']	['give', 'get', 'say']	32.568295	23.770794	-6.8983946	15	415156		False	2002.0	M	1.89	/m/0x67	Samuel L. Jackson	53.0	277448382.0	['Action', 'Thriller', 'Crime Fiction']	XXX
Agent Augustus Eugene Gibbons	/m/0c6_kz8	['lawyer']	['give', 'get', 'say']	32.568295	23.770794	-6.8983946	15	1745296		False	2005.0	M	1.89	/m/0x67	Samuel L. Jackson	56.0	71022693.0	['Action', 'Thriller', 'Adventure']	XXX: State of the Union / XXX: The Next Level
Yorgi	/m/0c6_kz0	['leader']	['monitor', 'kill', 'leader']	-33.285645	-7.0144053	19.206366	3	415156		False	2002.0	M	1.873	/m/02jvpv	Marton Csokas	36.0	277448382.0	['Action', 'Thriller', 'Crime Fiction']	XXX
Mowgli	/m/0qb7g		['share', 'bring', 'search']	-1.40735	2.275341	-2.8640728	2	5498919		False	1997.0	M			Jamie Williams	11.0		['Adventure', 'Family Film']	The Second Jungle Book: Mowgli & Baloo
Mowgli	/m/0qb7g		['share', 'bring', 'search']	-1.40735	2.275341	-2.8640728	2	680006		False	1967.0	M			Bruce Reitherman	12.0	205843612.0	['Drama', 'Adventure', 'Family Film']	The Jungle Book
Mowgli	/m/0qb7g		['share', 'bring', 'search']	-1.40735	2.275341	-2.8640728	2	726161		False	1994.0	M	1.765	/m/0d2by	Jason Scott Lee	28.0	43229904.0	['Adventure', 'Family Film']	The Jungle Book
Mowgli	/m/0qb7g		['share', 'bring', 'search']	-1.40735	2.275341	-2.8640728	2	2705839		False	1942.0	M		/m/01336l	Sabu Dastagir	17.0		['Action', 'Adventure']	Jungle Book
Harrison	/m/0h39srz		['attempt', 'work', 'bring']	9.734675	26.42686	2.0656443	19	5498919		False	1997.0	M	1.92		Billy Campbell	37.0		['Adventure', 'Family Film']	The Second Jungle Book: Mowgli & Baloo
Maudie McMinn	/m/0h285sv		['get', 'cross', 'drive']	-5.895194	-35.413364	-12.6383915	7	19149206		False	2008.0	F	1.63		Lea Thompson	47.0		['Action', 'Thriller', 'Action/Adventure']	Exit Speed
Kay Weston	/m/0gxs__p	['singer']	['come', 'argue', 'care']	-14.653825	-22.772234	-30.464615	14	1925869		False	1954.0	F	1.66	/m/04f581	Marilyn Monroe	27.0	5250375.0	['Drama', 'Action', 'Action/Adventure']	River of No Return
Sir Hugo Drax	/m/025_dm6		['explain', 'spy', 'plan']	-26.883064	18.494299	22.606823	13	6446062		False	1979.0	M			Michael Lonsdale	48.0	210300000.0	['Action', 'Thriller', 'Adventure']	Moonraker
Holly Goodhead	/m/0cbbgm		['destroy', 'encounter', 'capture']	-4.847409	-32.725147	-7.2740545	7	6446062		False	1979.0	F	1.72		Lois Chiles	32.0	210300000.0	['Action', 'Thriller', 'Adventure']	Moonraker
Borat	/m/03qff2		['come', 'disrupt', 'buy']	6.4265995	-0.48536515	-8.341167	2	5574594		False	2006.0	M	1.905	/m/02w7gg	Sacha Baron Cohen	34.0	261572744.0	['Comedy', 'Parody', 'Cult']	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Shivani Rajangam	/m/0jjc80d		['draw', 'daughter', 'lucky']	21.531235	-19.138512	32.337967	0	9573648		False	2007.0	F			Kamna Jethmalani	21.0		['Action']	Machakaaran
Laurie Strode	/m/09mpv9	['student']	['realize', 'fall', 'dismiss']	17.814457	-39.25008	-3.214661	6	20179415		False	1978.0	F	1.75	/m/048z7l	Jamie Lee Curtis	19.0	70000000.0	['Thriller', 'Indie', 'Horror']	Halloween
Laurie Strode	/m/09mpv9	['student']	['realize', 'fall', 'dismiss']	17.814457	-39.25008	-3.214661	6	3623103		False	2007.0	F	1.6		Scout Taylor-Compton	18.0	80249467.0	['Horror', 'Slasher', 'Cult']	Halloween
Laurie Strode	/m/09mpv9	['student']	['realize', 'fall', 'dismiss']	17.814457	-39.25008	-3.214661	6	1612686		False	2002.0	F	1.75	/m/048z7l	Jamie Lee Curtis	43.0	37664855.0	['Horror', 'Teen', 'Slasher']	Halloween Resurrection
Laurie Strode	/m/09mpv9	['student']	['realize', 'fall', 'dismiss']	17.814457	-39.25008	-3.214661	6	2002104		False	1981.0	F	1.75	/m/048z7l	Jamie Lee Curtis	22.0	25533818.0	['Horror', 'Teen', 'Slasher']	Halloween II
Laurie Strode	/m/09mpv9	['student']	['realize', 'fall', 'dismiss']	17.814457	-39.25008	-3.214661	6	957928		False	1998.0	F	1.75	/m/048z7l	Jamie Lee Curtis	39.0	55041738.0	['Drama', 'Horror', 'Teen']	Halloween H20: 20 Years Later
Sarah Brown	/m/0gxf6kr		['live', 'present', 'age']	-5.27083	38.91338	-14.304562	20	5923051		False	1978.0	F	1.7		Tatum O'Neal	14.0		['Drama', 'Family Film', 'Family Drama']	International Velvet
Gabriel Martin	/m/0gyxtys		['reveal', 'report', 'tell']	9.221617	31.693792	16.390564	12	14855907		False	2009.0	M	1.74		Antonio Banderas	48.0		['Thriller', 'Crime Fiction', 'Crime Thriller']	Thick as Thieves
Nicky / Victor	/m/0h34vjc		['lead', 'meet', 'pick']	-43.79499	9.364946	9.596202	28	14855907		False	2009.0	M	1.91	/m/09vmyh	Rade Serbedzija	62.0		['Thriller', 'Crime Fiction', 'Crime Thriller']	Thick as Thieves
Gary Soneji	/m/0ghhqk_	['teacher']	['confront', 'kidnap', 'try']	29.470171	-35.39681	-5.2169557	11	10071292		False	2001.0	M	1.79	/m/044038p	Michael Wincott	43.0	105178561.0	['Thriller', 'Crime Fiction', 'Mystery']	Along Came a Spider
Jezzie Flannigan	/m/0ghhqn8	['Special Agent']	['foil', 'murder', 'confront']	-21.011137	14.654153	27.701412	13	10071292		False	2001.0	F	1.702	/m/033tf_	Monica Potter	29.0	105178561.0	['Thriller', 'Crime Fiction', 'Mystery']	Along Came a Spider
Alex Cross	/m/08__50	['author', 'detective', 'psychologist', 'detective', 'psychologist']	['try', 'author', 'arrive']	-0.6910043	39.290657	-8.422901	20	10071292		False	2001.0	M	1.88	/m/0x67	Morgan Freeman	63.0	105178561.0	['Thriller', 'Crime Fiction', 'Mystery']	Along Came a Spider
Alex Cross	/m/08__50	['author', 'detective', 'psychologist', 'detective', 'psychologist']	['try', 'author', 'arrive']	-0.6910043	39.290657	-8.422901	20	10071292		False	2001.0	M	1.88	/m/0x67	Morgan Freeman	63.0	105178561.0	['Thriller', 'Crime Fiction', 'Mystery']	Along Came a Spider
Alex Cross	/m/08__50	['author', 'detective', 'psychologist', 'detective', 'psychologist']	['try', 'author', 'arrive']	-0.6910043	39.290657	-8.422901	20	10071292		False	2001.0	M	1.88	/m/0x67	Morgan Freeman	63.0	105178561.0	['Thriller', 'Crime Fiction', 'Mystery']	Along Came a Spider
Alex Cross	/m/08__50	['author', 'detective', 'psychologist', 'detective', 'psychologist']	['try', 'author', 'arrive']	-0.6910043	39.290657	-8.422901	20	1164579		False	1997.0	M	1.88	/m/0x67	Morgan Freeman	60.0	60527873.0	['Drama', 'Thriller', 'Mystery']	Kiss the Girls
Alex Cross	/m/08__50	['author', 'detective', 'psychologist', 'detective', 'psychologist']	['try', 'author', 'arrive']	-0.6910043	39.290657	-8.422901	20	1164579		False	1997.0	M	1.88	/m/0x67	Morgan Freeman	60.0	60527873.0	['Drama', 'Thriller', 'Mystery']	Kiss the Girls
