Character name	Freebase character ID	title	filtered_descriptions	X	Y	Z	labels	Wikipedia ID	death	romance	Release date	Gender	Height	Ethnicity	Actor name	Actor age at release	Box office revenue	Genres	Name
John Varghese	/m/0h6m19c		['call', 'give', 'tell']	40.627155	16.285862	10.150237	26	28832153		False	2011.0	M		/m/0dryh9k	Lal	52.0		['Drama', 'Family Film']	Payyans
Ellen Miles	/m/0n971mg	['attorney']	['act', 'assist', 'kill']	29.524588	26.447927	-3.9161456	15	25615135		False	1955.0	F			Nina Foch	31.0		['Drama', 'Crime Fiction', 'Film noir']	Illegal
Victor Scott	/m/0n971jp	['District Attorney']	['promise', 'protect', 'defend']	29.378563	26.16495	-3.2457817	15	25615135		False	1955.0	M	1.65	/m/041rx	Edward G. Robinson			['Drama', 'Crime Fiction', 'Film noir']	Illegal
Lola Cain	/m/0ghhcgd		['attack', 'get', 'fall']	-26.67142	22.992329	-22.292175	9	2046735		False	1993.0	F	1.753		Sean Young	33.0	7852653.0	['Comedy', 'Parody']	Fatal Instinct
Ned Ravine	/m/0ghhcgw	['police officer']	['fall', 'think', 'confront']	-16.843815	34.796234	4.2141423	36	2046735		False	1993.0	M	1.78		Armand Assante	44.0	7852653.0	['Comedy', 'Parody']	Fatal Instinct
Darrell	/m/0cc2y71		['say', 'do', 'get']	24.65887	15.292579	-31.73469	4	2423428		False	1997.0	M	1.83		Billy Bob Thornton	42.0		['Drama', 'Thriller', 'Crime Fiction']	U Turn
Grace McKenna	/m/04dq5ts		['appear', 'reveal', 'cut']	-12.47121	4.1515574	-4.99707	2	2423428		False	1997.0	F	1.7	/m/0gkxl2	Jennifer Lopez	28.0		['Drama', 'Thriller', 'Crime Fiction']	U Turn
Joe	/m/02nwn73		['distribute', 'neighbor', 'cast']	-12.046438	-24.207071	18.657122	37	2216810		False	2001.0	M	1.78	/m/03lmx1	Alan Cumming	36.0	4013506.0	['Drama', 'Comedy', 'Indie']	The Anniversary Party
Sylvia	/m/05mn02s		['capture', 'daughter', 'return']	-19.553722	3.5754464	31.433453	25	26106118		False		F		/m/02ctzb	Rita Gam			['Drama', 'Action', 'Adventure']	Annibale
Krokov	/m/0h321qr	['boss']	['treat', 'recover', 'henchman']	0.9960922	6.1319337	42.05088	22	3347962		False	1981.0	M	1.8	/m/02w7gg	Oliver Reed	43.0		['Comedy', 'Action', 'Adventure']	Condorman
Bobby Vu	/m/0h6c88g	['leader']	['kill', 'know', 'hand']	-34.87878	0.12598832	20.540539	3	528069		False	1999.0	M	1.8		Byron Mann	31.0	15156200.0	['Drama', 'Action', 'Thriller']	The Corruptor
Kasturba Gandhi	/m/0h7kn8l		['shoot', 'screenplay', 'cremation']	-31.116999	15.678177	26.10231	13	369508		False	1982.0	F		/m/0dryh9k	Rohini Hattangadi	27.0	52767889.0	['Drama', 'Biographical film', 'History']	Gandhi
Aditya	/m/0c3dwd0		['come', 'culminate', 'treat']	25.711874	9.719343	-17.784033	23	26890710		False	2010.0	M			Rehaan Roy			['Drama']	Amanush
Sarah Whittle	/m/0b3x5zt		['marry', 'find', 'quit']	31.589188	-17.081987	23.245844	0	3700174		False	1995.0	F	1.73		Bonnie Hunt	34.0	262797249.0	['Thriller', 'Adventure', 'Family Film']	Jumanji
Sarah Whittle	/m/0b3x5zt		['marry', 'find', 'quit']	31.589188	-17.081987	23.245844	0	3700174		False	1995.0	F			Laura Bell Bundy	14.0	262797249.0	['Thriller', 'Adventure', 'Family Film']	Jumanji
Alan Parrish	/m/0d3n58		['realize', 'attempt', 'reconcile']	12.780297	30.630733	20.621944	12	3700174		False	1995.0	M	1.702		Robin Williams	44.0	262797249.0	['Thriller', 'Adventure', 'Family Film']	Jumanji
Alan Parrish	/m/0d3n58		['realize', 'attempt', 'reconcile']	12.780297	30.630733	20.621944	12	3700174		False	1995.0	M			Adam Hann-Byrd	13.0	262797249.0	['Thriller', 'Adventure', 'Family Film']	Jumanji
Judy Shepherd	/m/0d7xlrh		['shoot', 'play', 'meet']	-29.396515	19.420412	27.83959	13	3700174		False	1995.0	F	1.7	/m/01qhm_	Kirsten Dunst	13.0	262797249.0	['Thriller', 'Adventure', 'Family Film']	Jumanji
Jimmy	/m/0c0n55l		['make', 'sneak', 'person']	3.7170258	4.6423287	9.265323	2	4600879		False	2003.0	M	1.83	/m/07bch9	Matt Dillon	39.0		['Drama', 'Thriller', 'Crime Fiction']	City of Ghosts
Saroja	/m/0h8nb8g		['steal', 'marry', 'mother']	31.905449	-0.3344191	-8.789424	17	27381669		False	1962.0	F	1.65	/m/0dryh9k	Krishna Kumari	28.0		['Drama']	Kula Gothralu
Pearl	/m/05psqlm		['die', 'lure', 'tell']	7.404625	15.388605	-32.67826	29	2352505		False	2001.0	F	1.727	/m/0x67	Pam Grier	52.0	7316658.0	['Action', 'Horror', 'Blaxploitation']	Bones
Marty	/m/0gxtknn	['writer']	['get', 'help', 'go']	7.641244	-13.519957	41.34938	24	33757147		False	2012.0	M	1.8	/m/06fczy	Colin Farrell	36.0	12290017.0	['Comedy']	Seven Psychopaths
Dr. Sander Halvorson	/m/0gvkkq4		['work', 'tell', 'search']	-14.592942	24.913326	-16.96058	9	26739428		False	2011.0	M	1.8	/m/0268_k	Ulrich Thomsen	47.0	27428670.0	['Thriller', 'Horror', 'Mystery']	The Thing
Kate Lloyd	/m/0gfs7g9	['Paleontologist']	['burn', 'look', 'accuse']	-5.2763824	-15.05849	3.615793	2	26739428		False	2011.0	F	1.74		Mary Elizabeth Winstead	26.0	27428670.0	['Thriller', 'Horror', 'Mystery']	The Thing
Derek Jameson	/m/0gvkknw		['shoot', 'isolate', 'man']	-5.2982354	-15.96978	3.9540317	2	26739428		False	2011.0	M	1.88	/m/0301y_	Adewale Akinnuoye-Agbaje	44.0	27428670.0	['Thriller', 'Horror', 'Mystery']	The Thing
Irina	/m/0gwqj0h		['gain', 'know', 'capture']	-19.599068	1.1027628	34.84535	25	31330546		False	2011.0	F			Svetlana Khodchenkova	28.0	80630608.0	['Thriller', 'Spy', 'Political thriller']	Tinker, Tailor, Soldier, Spy
Ricki Tarr	/m/0gwqh_p		['appear', 'send', 'call']	20.457186	8.223472	0.6020474	2	31330546		False	2011.0	M	1.78	/m/02w7gg	Tom Hardy	33.0	80630608.0	['Thriller', 'Spy', 'Political thriller']	Tinker, Tailor, Soldier, Spy
Ari	/m/0js4c53		['continue', 'hide', 'ridicule']	14.83132	5.3363333	2.5985224	2	11498750		False	2007.0	M			Rusdi Ramli	36.0		['Fantasy']	Waris Jari Hantu
Ritika Sanyal	/m/0g_tvz1		['develop', 'together', 'dissuade']	23.325922	-21.278908	1.6663069	31	6099449		False	2001.0	F	1.65	/m/04jq32s	Manisha Koirala	31.0		['Drama', 'Thriller']	Moksha
Ringo Kid	/m/08gh30		['dispatch', 'help', 'ask']	1.5808313	-6.4850683	1.147751	2	62122		False	1939.0	M	1.93	/m/063k3h	John Wayne	31.0	1103757.0	['Drama', 'Black-and-white', 'Action/Adventure']	Stagecoach
Mrs. Lucy Mallory	/m/0h2vs7p		['ask', 'tell', 'save']	45.46015	3.6906207	19.283117	18	62122		False	1939.0	F			Louise Platt	23.0	1103757.0	['Drama', 'Black-and-white', 'Action/Adventure']	Stagecoach
Kanmani	/m/0h86wby		['fall', 'stand', 'move']	30.977745	2.67699	-15.494055	17	5349196		False	2004.0	F	1.71	/m/02sch9	Jyothika Saravanan	25.0		['Drama', 'World cinema', 'Musical']	Arul
Col. Allen Faulkner	/m/0h2x8hz	['Colonel']	['accept', 'shoot', 'officer']	11.025278	0.33861566	2.4537997	2	2020117		False	1978.0	M	1.78	/m/06gbnc	Richard Burton	52.0		['Action', 'Thriller', 'Action/Adventure']	Wild Geese
Steve Conway	/m/0lfcqpj		['accuse', 'rob', 'work']	16.882446	9.038475	-0.73944247	2	7421620		False	1936.0	M			Boothe Howard			['Black-and-white', 'Action/Adventure', 'Musical']	Man of the Frontier
Gene Autry	/m/0lpw2gr		['accuse', 'attention', 'go']	-25.044916	22.332853	-13.223215	9	7421620		False	1936.0	M	1.75		Gene Autry	28.0		['Black-and-white', 'Action/Adventure', 'Musical']	Man of the Frontier
Bull Dural	/m/0lfcqqm		['rob', 'henchman', 'go']	-8.131014	37.91209	-8.757901	20	7421620		False	1936.0	M	1.82		George Chesebro			['Black-and-white', 'Action/Adventure', 'Musical']	Man of the Frontier
Isaacs	/m/0gh94vg		['use', 'make', 'capture']	-13.329892	0.74325204	33.933994	25	28370997		False	2011.0	M	1.651	/m/02w7gg	Tom Hollander	43.0	63782078.0	['Action', 'Thriller', 'Crime Fiction']	Hanna
Swapna	/m/0h34lf1		['work', 'save', 'kill']	39.066673	4.354013	23.35756	18	16702881		False	2008.0	F	1.65	/m/0dryh9k	Mamta Mohandas	23.0		['Comedy', 'Action', 'Thriller']	King
Elizabeth Courtland / Sandra Portinari	/m/0h5tg12		['attempt', 'stand', 'shout']	2.6400692	26.491472	4.2141213	19	1358544		False	1976.0	F			Geneviève Bujold	34.0	4468000.0	['Drama', 'Thriller', 'Mystery']	Obsession
Shabadaba	/m/0knrvwt		['plan', 'attack', 'reason']	-11.521978	7.854569	16.561247	27	2395072		False	2006.0	M			Umeji Sasaki	61.0		['Action', 'Adventure', 'Animation']	Naruto the Movie 3: The Animal Riot of Crescent Moon Island
Shabadaba	/m/0knrvwt		['plan', 'attack', 'reason']	-11.521978	7.854569	16.561247	27	2395072		False	2006.0	M			Terrence Stone	51.0		['Action', 'Adventure', 'Animation']	Naruto the Movie 3: The Animal Riot of Crescent Moon Island
Amy Lane	/m/0gxhhdz	['seismologist']	['realize', 'seismologist', 'reach']	9.544996	-30.689142	-22.345575	33	24464878		False	2009.0	F	1.6		Brittany Murphy	31.0		['Action/Adventure', 'Science Fiction', 'Disaster']	Megafault
Amit	/m/0gxrj88	['lawyer']	['think', 'lawyer', 'reunite']	34.848686	27.299816	-12.0378065	15	10619849		False	1983.0	M	1.88	/m/0583cz	Amitabh Bachchan	40.0		['Drama', 'Thriller', 'World cinema']	Mahaan
'Encounter' Shankar	/m/0hb1fpp	['Inspector']	['molest', 'cause', 'kill']	1.4357502	0.0017545015	13.128231	2	25893588		False	2003.0	M			Atul Kulkarni	37.0		['Action', 'Crime Fiction']	Dum
Adv Lakshmanan	/m/0h7571d		['get', 'blame', 'realize']	43.646225	-6.269324	-5.684331	17	28219921		False	2010.0	M		/m/048sp5	Mukesh	49.0		['Drama', 'Comedy film']	Advocate Lakshmanan – Ladies Only
Lise Cohen	/m/0jwq45r		['interest', 'stand', 'give']	-26.911934	12.403655	18.115015	13	17752353		False	1977.0	F			Daniela Poggi	20.0		['Thriller', 'Horror', 'War film']	L'ultima orgia del III Reich
Zoe	/m/04hyh2g		['accompany', 'bail', 'emerge']	5.3128676	8.559642	2.6019092	2	244897		False	2009.0	F	1.55	/m/033tf_	Kristen Bell	28.0	960828.0	['Drama', 'Comedy', 'Indie']	Fanboys
Admiral Seasholtz	/m/0gxn094	['Admiral']	['call', 'attack', 'attend']	30.78664	13.871766	-22.812944	4	244897		False	2009.0	M	1.797	/m/041rx	Seth Rogen	26.0	960828.0	['Drama', 'Comedy', 'Indie']	Fanboys
Antonio Ricci	/m/0bh5hdq	['policeman']	['encounter', 'fight', 'accuse']	-17.852661	41.10514	3.9023767	36	642744		False	1948.0	M			Lamberto Maggiorani	38.0		['Drama', 'Black-and-white', 'World cinema']	Bicycle Thieves
Maria Ricci	/m/0bh5hcq		['accept', 'insist', 'strip']	-20.902344	-5.4179044	-10.088276	2	642744		False	1948.0	F			Lianella Carell	20.0		['Drama', 'Black-and-white', 'World cinema']	Bicycle Thieves
Dr. Margo Green	/m/0bjd3y5	['biologist']	['manage', 'chase', 'analyze']	10.884896	-32.82962	-26.613407	33	2374501		False	1997.0	F	1.7		Penelope Ann Miller	32.0	33956608.0	['Thriller', 'Horror', 'Japanese Movies']	The Relic
John Whitney	/m/0bjdrxn	['anthropologist']	['drink', 'search', 'send']	9.23239	-30.567781	-27.999582	33	2374501		False	1997.0	M			Lewis Van Bergen		33956608.0	['Thriller', 'Horror', 'Japanese Movies']	The Relic
Det. Hollingsworth	/m/0bjd3xr	['Sgt.']	['lead', 'tell', 'partner']	-37.647686	3.3543005	12.188404	28	2374501		False	1997.0	M	1.727		Clayton Rohner	39.0	33956608.0	['Thriller', 'Horror', 'Japanese Movies']	The Relic
Claudia	/m/0h0wt6k		['look', 'show', 'demand']	3.9644792	1.0057981	0.645324	2	704063		False	1997.0	F	1.727	/m/07hwkr	Kathleen Turner	43.0	8345056.0	['Comedy', 'Family Film', 'Fantasy']	A Simple Wish
Woody Woodpecker	/m/0n4vrz6		['get', 'study', 'send']	3.458243	-14.042016	17.233053	2	20518713		False	1956.0	F			Grace Stafford	52.0		['Short Film', 'Family Film', 'Comedy film']	Woodpecker from Mars
Captain Spaulding	/m/07yb6n	['owner', 'Captain']	['pick', 'owner', 'captain']	15.370535	38.298744	-11.487238	10	307789		False	2003.0	M	1.93		Sid Haig	63.0	16829545.0	['Horror', 'Slasher', 'Cult']	House of 1000 Corpses
Captain Spaulding	/m/07yb6n	['owner', 'Captain']	['pick', 'owner', 'captain']	15.370535	38.298744	-11.487238	10	307789		False	2003.0	M	1.93		Sid Haig	63.0	16829545.0	['Horror', 'Slasher', 'Cult']	House of 1000 Corpses
Charlie	/m/0dj2vz4		['steal', 'tell', 'send']	11.60443	32.851006	16.936012	12	13225630		False	2007.0	M	1.78	/m/063k3h	Michael Douglas	62.0	1027699.0	['Drama', 'Comedy', 'Indie']	King of California
Sandhya	/m/0h7mhtd		['tell', 'rush', 'shock']	4.4249787	-1.8125212	-39.806408	5	5246514		False	2006.0	F		/m/0bhsnb	Pooja Umashankar	24.0		['Drama', 'World cinema', 'Musical']	Pattiyal
Sir Leigh Teabing	/m/0d1zzq	['Teacher']	['tell', 'explain', 'use']	-1.8087707	36.305683	9.280143	1	1908238		False	2006.0	M	1.8		Ian McKellen	66.0	758239851.0	['Thriller', 'Mystery', 'Crime Thriller']	The Da Vinci Code
Father of Silas	/m/0c04frd	['monk']	['shoot', 'kill', 'call']	-15.203535	8.8438425	21.119545	27	1908238		False	2006.0	M	1.72		Peter Pedrero		758239851.0	['Thriller', 'Mystery', 'Crime Thriller']	The Da Vinci Code
Said	/m/0cgjlgq		['reveal', 'detonate', 'manage']	22.90613	-23.820896	6.376135	31	2983983		False	2005.0	M			Kais Nashif	27.0		['Drama', 'Thriller', 'World cinema']	Paradise Now
Azaad	/m/0gxrf3y		['figure', 'write', 'pose']	27.507698	17.441538	-27.380165	4	10592815		False	1989.0	M	1.88	/m/0583cz	Amitabh Bachchan	46.0		['Drama', 'World cinema']	Main Azaad Hoon
Subramani	/m/0h81mp8		['jump', 'come', 'save']	41.484776	0.56574166	19.274082	18	30244111		False	1999.0	M		/m/01rv7x	Karan	30.0			Kannupada Poguthaiya
Roman Pearce	/m/05_5r_d		['win', 'lead', 'rid']	-36.058617	-8.256783	-8.632509	32	407288		False	2003.0	M	1.797	/m/0x67	Tyrese Gibson	24.0	236350661.0	['Action', 'Thriller', 'Crime Fiction']	2 Fast 2 Furious
Carter Verone	/m/0gkhx1g		['work', 'try', 'arrest']	-6.3256783	31.112143	11.79935	1	407288		False	2003.0	M	1.854	/m/041rx	Cole Hauser	28.0	236350661.0	['Action', 'Thriller', 'Crime Fiction']	2 Fast 2 Furious
Wade	/m/04jrngx		['stab', 'cripple', 'die']	-21.928617	22.622337	-20.0693	9	1849258		False	2005.0	M	1.93	/m/022dp5	Jared Padalecki	22.0	68766121.0	['Thriller', 'Horror', 'Teen']	House of Wax
Mark	/m/0h5m8zx		['make', 'prompt', 'cheat']	-12.068742	-40.443634	7.64662	38	974837		False	2003.0	M	1.956		Craig Kilborn	40.0	87055349.0	['Comedy', 'Cult', 'Slapstick']	Old School
Nicole	/m/0h2322h		['think', 'lie', 'tell']	1.5075676	-3.5288804	-43.906452	5	974837		False	2003.0	F	1.7	/m/033tf_	Ellen Pompeo	33.0	87055349.0	['Comedy', 'Cult', 'Slapstick']	Old School
Bart	/m/0h2kbhg	['leader']	['free', 'shoot', 'make']	-34.912876	-10.365932	16.842764	3	32467498		False	2002.0	M	1.85	/m/03295l	Lou Diamond Phillips	39.0		['Action', 'Thriller', 'Action/Adventure']	Lone Hero
Ravi	/m/0gxrb3g	['Police Inspector', 'lawyer']	['kill', 'study', 'tell']	30.394224	22.845802	-9.388431	15	30864413		False	1994.0	M	1.85	/m/0dryh9k	Akshay Kumar	27.0		['Action']	Zaalim
Ravi	/m/0gxrb3g	['Police Inspector', 'lawyer']	['kill', 'study', 'tell']	30.394224	22.845802	-9.388431	15	30864413		False	1994.0	M	1.85	/m/0dryh9k	Akshay Kumar	27.0		['Action']	Zaalim
Mike Enslin	/m/0gyl319	['author']	['appear', 'get', 'recover']	10.606171	-15.837907	34.536106	24	4639222		False	2007.0	M	1.87	/m/033tf_	John Cusack	40.0	131998242.0	['Thriller', 'Horror', 'Film adaptation']	1408
Katie Enslin	/m/0hdy0vk	['author']	['tell', 'voice', 'daughter']	9.516364	-19.041803	32.1333	24	4639222		False	2007.0	F			Jasmine Jessica Anthony	10.0	131998242.0	['Thriller', 'Horror', 'Film adaptation']	1408
Jared Nomak	/m/0b53dx		['kill', 'attempt', 'immune']	-11.739304	6.0031776	-2.2999573	2	479757		False	2002.0	M	1.85	/m/02w7gg	Luke Goss	33.0	155010032.0	['Action', 'Thriller', 'Horror']	Blade II
Jessie Burlingame	/m/0b4ctyx		['watch', 'hit', 'stop']	-16.207312	3.7963085	-4.228566	2	1380847		False	2003.0	F	1.65	/m/0ffhz3	Eliza Dushku	22.0	28650575.0	['Thriller', 'Horror', 'Teen']	Wrong Turn
Chris Flynn	/m/0b4ctyp	['student']	['watch', 'make', 'get']	16.553146	-37.683186	-6.6970615	6	1380847		False	2003.0	M	1.78		Desmond Harrington	26.0	28650575.0	['Thriller', 'Horror', 'Teen']	Wrong Turn
Scott	/m/0b4cv45		['save', 'watch', 'make']	19.604559	-22.003382	-0.45357835	31	1380847		False	2003.0	M	1.867		Jeremy Sisto	28.0	28650575.0	['Thriller', 'Horror', 'Teen']	Wrong Turn
Carly	/m/0b4cv6j		['sneak', 'watch', 'try']	-17.02612	4.7002144	-3.0135677	2	1380847		False	2003.0	F	1.6	/m/0640_7q	Emmanuelle Chriqui	25.0	28650575.0	['Thriller', 'Horror', 'Teen']	Wrong Turn
Vic Frohmeyer	/m/0c09dc_		['lead', 'son', 'organize']	-40.782974	-2.128903	6.004242	28	1238514		False	2004.0	M	1.85	/m/0g8_vp	Dan Aykroyd	52.0	96572480.0	['Comedy', 'Family Film', 'Film adaptation']	Christmas with the Kranks
Madeline Matheson	/m/0my0myk		['try', 'concern', 'arrest']	6.9144044	31.881376	14.06711	12	22156971		False	2009.0	F	1.52		Jordan Ladd	34.0		['Drama', 'Thriller', 'Horror']	Grace
Vivian Matheson	/m/0my0mvv		['hide', 'remark', 'notice']	2.3609304	-2.2895217	-38.60733	5	22156971		False	2009.0	F			Gabrielle Rose	55.0		['Drama', 'Thriller', 'Horror']	Grace
Dr. Richard Sohn	/m/0my0mvk		['reject', 'arm', 'blood']	2.7569125	0.28501377	-43.321022	5	22156971		False	2009.0	M			Malcolm Stewart	60.0		['Drama', 'Thriller', 'Horror']	Grace
Amos Odell	/m/04gdsgq		['watch', 'surrender', 'tell']	8.668781	33.93732	11.411875	12	5158963		False	1993.0	M	1.83	/m/01qhm_	Nicolas Cage	29.0	9745803.0	['Comedy', 'Action', 'Action/Adventure']	Amos & Andrew
Andrew Sterling	/m/0gy9dcd	['writer', 'Reverend']	['watch', 'tell', 'believe']	6.912439	-12.799169	38.316593	24	5158963		False	1993.0	M	1.89	/m/0x67	Samuel L. Jackson	44.0	9745803.0	['Comedy', 'Action', 'Action/Adventure']	Amos & Andrew
Andrew Sterling	/m/0gy9dcd	['writer', 'Reverend']	['watch', 'tell', 'believe']	6.912439	-12.799169	38.316593	24	5158963		False	1993.0	M	1.89	/m/0x67	Samuel L. Jackson	44.0	9745803.0	['Comedy', 'Action', 'Action/Adventure']	Amos & Andrew
Daphne Monet	/m/0gyxw3z		['keep', 'hide', 'reveal']	5.3203034	21.107164	1.9846934	19	4306224		False	1995.0	F	1.727	/m/041rx	Jennifer Beals	31.0	16140822.0	['Drama', 'Thriller', 'Crime Fiction']	Devil in a Blue Dress
DeWitt Albright	/m/0h2pqw3		['appear', 'look', 'offer']	-8.70243	9.94429	5.8239975	2	4306224		False	1995.0	M	1.8	/m/06gbnc	Tom Sizemore	33.0	16140822.0	['Drama', 'Thriller', 'Crime Fiction']	Devil in a Blue Dress
John Trent	/m/0h2qt_s		['attempt', 'watch', 'believe']	-5.328384	11.798183	1.4932771	2	343684		False	1995.0	M	1.822	/m/02jvpv	Sam Neill	47.0	8946600.0	['Thriller', 'Horror', 'Mystery']	In the Mouth of Madness
Inspector Ravi	/m/0h6m0tc	['student', 'police officer']	['grow', 'kill', 'send']	12.759303	-41.55055	-2.3681204	6	10792106		False	1981.0	M		/m/0dryh9k	Suman	21.0		['Drama', 'Action', 'Crime Fiction']	Thee
Inspector Ravi	/m/0h6m0tc	['student', 'police officer']	['grow', 'kill', 'send']	12.759303	-41.55055	-2.3681204	6	10792106		False	1981.0	M		/m/0dryh9k	Suman	21.0		['Drama', 'Action', 'Crime Fiction']	Thee
Jesus Christ	/m/0gft6m1		['give', 'scourge', 'kill']	1.1325092	-10.527831	5.3951526	2	195246		False	2004.0	M	1.88	/m/027n1m6	James Caviezel	35.0	611899420.0	['Drama', 'Indie', 'Period piece']	The Passion of the Christ
Steve	/m/0gz687p		['ask', 'steal', 'annoyance']	-14.9496355	-24.921741	15.481536	37	3727092		False	1999.0	M	1.651		Jonathan Taylor Thomas			['Drama', 'Indie', 'LGBT']	Speedway Junky
Robert Toulon	/m/0gxbh86		['assist', 'collect', 'figure']	1.5810686	-44.989254	-4.4020085	21	7154908		False	2004.0	M	1.74	/m/041rx	Corey Feldman	33.0		['Horror', 'Television movie', 'B-movie']	Puppet Master Vs The Demonic Toys
Steve Clark	/m/0h162v_		['try', 'rescue', 'win']	-24.513947	9.530267	-23.641304	8	2005355		False	1998.0	M	1.79		James Marsden	24.0	17514980.0	['Thriller', 'Horror', 'Mystery']	Disturbing Behavior
Solange	/m/0jk0wf2		['resist', 'try', 'know']	4.9809637	-6.696894	17.241615	2	9221129		False	1978.0	F	1.57		Sônia Braga	27.0		['Drama', 'Comedy']	Lady on the Bus
Michelle	/m/0gzhsjy		['live', 'want', 'find']	1.8200287	-45.747375	-7.7784095	21	2901759		False	2006.0	F	1.6		Bai Ling	39.0		['Thriller', 'Adventure', 'Science Fiction']	The Gene Generation
Andris	/m/0jsn226		['know', 'give', 'child']	21.256088	-11.598129	25.83864	0	12768837		False	1987.0	M			Dávid Vermes			['Comedy', 'Fantasy', 'Satire']	A Hungarian Fairy Tale
Dennis Alan	/m/0h2n7bx	['anthropologist']	['receive', 'continue', 'refuse']	8.635345	-28.68476	-28.08808	33	1508868		False	1988.0	M	1.87	/m/07hwkr	Bill Pullman	34.0	19595031.0	['Thriller', 'Indie', 'Horror']	The Serpent and the Rainbow
Frank Drebin Jr	/m/0k_t86f		['win', 'live', 'rush']	-6.334588	-5.8246384	7.0781016	2	1867173		False	1994.0	M			Adam Hasart	3.0	51132598.0	['Comedy', 'Parody']	The Naked Gun 33⅓: The Final Insult
Don Hewes	/m/0h184v4		['realize', 'buy', 'notice']	-33.44778	-6.043555	-10.644951	32	918091		False	1948.0	M	1.75	/m/01qhm_	Fred Astaire			['Comedy', 'Musical', 'Musical comedy']	Easter Parade
Joe	/m/0gx3wjl	['Hitman']	['spot', 'target', 'kill']	-25.432528	10.494126	-35.216877	8	5884079		False	2008.0	M	1.83	/m/01qhm_	Nicolas Cage	44.0	82486154.0	['Action', 'Thriller', 'Crime Fiction']	Bangkok Dangerous
Nick Cassidy	/m/0gw8rs0		['jump', 'talk', 'distract']	3.5177183	35.345634	19.932552	12	29561731		False	2012.0	M	1.78	/m/03cbkrf	Sam Worthington	35.0	46221189.0	['Thriller']	Man on a Ledge
William Travis	/m/0b_lcpx		['write', 'fire', 'offer']	-13.711469	14.518241	18.281544	27	1343165		False	2004.0	M	1.85		Patrick Wilson	30.0	25819961.0	['Drama', 'Action', 'Action/Adventure']	The Alamo
Sophie	/m/0bv4v4c		['live', 'interrupt', 'know']	-3.7587552	-48.596786	-5.165336	21	957792		False	2001.0	F	1.549	/m/09gp4	Miriam Margolyes	60.0	200687492.0	['Comedy', 'Action', 'Adventure']	Cats & Dogs
Lou	/m/0bv4v74		['manage', 'look', 'give']	-4.4877925	-6.0266747	-9.0829315	2	957792		False	2001.0	M	1.73	/m/07bch9	Tobey Maguire	26.0	200687492.0	['Comedy', 'Action', 'Adventure']	Cats & Dogs
Young Altaaf	/m/0h6y869		['use', 'support', 'accept']	1.2260566	8.356285	2.2869651	2	1747692		False	2000.0	M			Master Mohsin			['Drama', 'World cinema', 'Adventure']	Mission Kashmir
Hilal Kohistani	/m/0h82lsc	['leader']	['tell', 'lie', 'use']	-34.258102	-3.426178	23.028542	3	1747692		False	2000.0	M	1.83	/m/0dryh9k	Jackie Shroff	43.0		['Drama', 'World cinema', 'Adventure']	Mission Kashmir
Neelima Khan	/m/0h3blcv		['say', 'fall', 'accept']	21.624712	11.508115	-13.071197	23	1747692		False	2000.0	F	1.6	/m/0dryh9k	Sonali Kulkarni	25.0		['Drama', 'World cinema', 'Adventure']	Mission Kashmir
Emily Sommers	/m/0h2v9v8	['student']	['explain', 'infiltrate', 'free']	15.710474	-38.800045	-3.4982474	6	735240		False	2004.0	F	1.63		Hannah Spearritt	22.0	28818995.0	['Comedy', 'Action', 'Adventure']	Agent Cody Banks 2: Destination London
Luna Schlosser	/m/0h1n9n7		['fall', 'kiss', 'ask']	19.915844	-2.2525918	4.368588	2	586740		False	1973.0	F	1.69	/m/033tf_	Diane Keaton	27.0	18344729.0	['Comedy', 'Indie', 'Science Fiction']	Sleeper
Diana Kimble	/m/0h342f5		['work', 'kill', 'murder']	-7.6248693	10.002949	20.733421	27	2375811		False	1993.0	F	1.71		Erin Gray	43.0	15935068.0	['Horror', 'Teen', 'Slasher']	Jason Goes To Hell: The Final Friday
Penny	/m/05yw_k5		['live', 'manage', 'lose']	-10.619228	-3.8278513	-2.1305501	2	201448		False	1977.0				Michelle stacy		71215869.0	['Drama', 'Crime Fiction', 'Adventure']	The Rescuers
Madame Medusa	/m/0fnh0v		['use', 'lose', 'retaliate']	12.69229	0.83457315	2.877549	2	201448		False	1977.0	F	1.715		Geraldine Page	52.0	71215869.0	['Drama', 'Crime Fiction', 'Adventure']	The Rescuers
Pike Bishop	/m/0h34y0c	['leader']	['kill', 'rid', 'offer']	-36.322624	-4.8710814	21.239897	3	76630		False	1969.0	M	1.803		William Holden	51.0	10500000.0	['Action', 'Western']	The Wild Bunch
Angel	/m/0hcdrr8		['reveal', 'give', 'save']	8.725931	28.981674	20.495613	12	76630		False	1969.0	M	1.75		Jaime Sánchez Fernández	-3.0	10500000.0	['Action', 'Western']	The Wild Bunch
Deke Thornton	/m/0hcdrtx		['smile', 'rid', 'help']	10.742149	35.069473	16.122637	12	76630		False	1969.0	M			Robert Ryan	59.0	10500000.0	['Action', 'Western']	The Wild Bunch
Gen. Mapache	/m/0hcdrv3		['reveal', 'learn', 'cross']	7.796474	30.41865	19.95155	12	76630		False	1969.0	M	1.8	/m/09k5jvk	Emilio Fernández	65.0	10500000.0	['Action', 'Western']	The Wild Bunch
